school_id,student_id,sch_yr,grade,enrolled,attended,F/R.Lunch,ell,reading,math
1021,842672,2016,1st,159,144,0,N,193,124
1027,644504,2016,1st,150,130,0,N,220,147
1025,180212,2016,3rd,161,150,0,N,178,175
1031,823434,2016,2nd,140,133,0,N,200,143
1021,551945,2016,2nd,180,146,0,N,144,209
1022,835393,2016,3rd,180,169,0,N,,
1021,280823,2016,1st,176,171,0,N,144,155
1014,927581,2016,K,179,151,0,N,121,182
1014,813253,2016,2nd,180,147,0,N,199,119
1027,162905,2016,2nd,169,147,0,N,156,212
1019,837923,2016,1st,172,153,0,N,,
1022,579929,2016,2nd,156,146,0,N,124,149
1012,741335,2016,2nd,170,161,0,Y,196,212
1027,834438,2016,1st,153,142,0,N,,
1027,924422,2016,K,139,129,0,N,146,199
1045,418179,2016,1st,177,154,0,N,,
1032,277575,2016,1st,176,163,0,N,165,192
1020,304917,2016,1st,165,141,0,N,213,166
1023,920330,2016,K,166,146,1,N,,
1025,223532,2016,1st,160,129,0,N,154,210
1022,450427,2016,2nd,178,158,1,Y,128,179
1015,611925,2016,2nd,142,137,1,N,232,206
1022,926837,2016,K,151,135,0,Y,186,172
1044,619184,2016,3rd,175,132,0,N,137,173
1018,926487,2016,K,149,128,1,N,133,211
1016,460267,2016,1st,166,134,0,N,131,205
1028,832887,2016,2nd,181,146,0,N,180,136
1026,628694,2016,3rd,160,141,0,Y,169,189
1021,821808,2016,1st,181,155,1,Y,137,151
1013,437149,2016,3rd,161,149,0,Y,178,213
1024,801854,2016,1st,160,156,1,N,139,208
1013,812175,2016,2nd,180,167,1,Y,141,168
1015,921166,2016,K,169,161,1,N,131,193
1028,823353,2016,2nd,156,140,1,Y,228,189
1010,926581,2016,K,169,156,1,N,,
1028,561967,2016,2nd,145,136,1,N,129,214
1014,450967,2016,1st,153,148,1,N,190,208
1022,409841,2016,3rd,151,150,1,Y,,
1027,294928,2016,1st,175,174,0,Y,203,125
1012,593455,2016,1st,175,167,0,Y,210,194
1018,209209,2016,2nd,180,140,0,N,157,133
1031,312881,2016,3rd,181,170,0,Y,189,206
1025,255108,2016,1st,164,152,0,N,187,110
1025,920415,2016,K,177,152,0,Y,131,127
1018,429367,2016,1st,160,139,0,Y,,
1025,820404,2016,K,150,136,1,N,,
1011,923146,2016,K,164,149,1,N,224,193
1026,222834,2016,1st,172,164,1,N,163,140
1029,752137,2016,1st,168,157,1,N,223,186
1013,835626,2016,1st,178,171,1,N,164,196
1021,207992,2016,3rd,180,146,1,Y,229,207
1032,337048,2016,3rd,167,147,0,N,174,208
1022,463399,2016,1st,155,132,1,N,124,157
1027,926763,2016,K,180,137,0,N,198,190
1030,751368,2016,2nd,168,167,0,Y,120,206
1032,840394,2016,3rd,177,170,1,Y,,
1030,773741,2016,2nd,155,150,1,N,209,198
1031,641355,2016,K,178,153,1,N,147,136
1029,681531,2016,2nd,171,146,0,N,196,129
1024,193990,2016,1st,150,133,0,N,222,187
1017,714796,2016,3rd,168,164,0,N,222,172
1013,449945,2016,3rd,170,163,0,N,157,170
1015,658178,2016,1st,180,166,0,N,171,217
1012,929878,2016,K,166,155,1,N,153,111
1017,429354,2016,1st,160,137,0,N,,
1010,551152,2016,3rd,153,148,1,N,194,121
1029,459600,2016,3rd,179,159,0,Y,156,212
1015,708365,2016,3rd,157,143,0,N,209,189
1045,927956,2016,K,171,136,0,N,239,178
1032,159624,2016,3rd,171,146,0,N,215,115
1022,830152,2016,1st,162,153,0,N,,
1016,419104,2016,3rd,180,158,0,N,,
1022,925791,2016,K,136,132,0,N,238,175
1012,256243,2016,2nd,165,130,0,N,240,114
1017,356036,2016,3rd,182,140,1,Y,170,218
1022,351601,2016,2nd,151,146,0,N,196,219
1016,707934,2016,2nd,163,143,0,N,211,127
1029,904747,2016,K,168,166,0,N,140,170
1032,770407,2016,1st,164,128,1,N,206,203
1026,214971,2016,3rd,149,132,0,N,197,208
1021,673597,2016,1st,168,157,0,Y,146,135
1034,721538,2016,1st,177,172,0,N,,
1020,357326,2016,1st,181,133,0,Y,240,185
1026,352152,2016,1st,162,133,1,Y,215,153
1022,275472,2016,3rd,134,131,1,N,134,190
1031,927290,2016,K,164,153,1,Y,175,188
1020,327389,2016,3rd,146,133,0,Y,133,115
1016,923913,2016,K,160,148,0,N,172,123
1030,538059,2016,1st,137,137,1,Y,170,159
1027,750824,2016,3rd,182,176,0,Y,152,219
1014,624107,2016,2nd,138,138,0,N,226,116
1029,320840,2016,2nd,182,138,1,N,230,175
1026,925684,2016,K,141,130,1,N,236,117
1021,927405,2016,K,177,150,0,N,131,177
1014,452603,2016,3rd,167,131,1,N,214,216
1010,245334,2016,2nd,153,132,0,N,221,117
1014,928313,2016,K,157,148,0,Y,218,172
1031,430258,2016,1st,143,143,1,Y,180,198
1031,730791,2016,3rd,164,157,1,N,,
1010,410233,2016,1st,164,147,0,Y,,
1018,329501,2016,1st,181,135,0,N,213,146
1019,554039,2016,1st,161,145,0,N,227,173
1023,544514,2016,3rd,170,165,0,N,230,138
1026,310455,2016,3rd,143,131,1,N,131,192
1019,767448,2016,1st,172,169,0,N,129,208
1018,752941,2016,1st,133,132,0,Y,165,133
1024,923436,2016,K,140,140,0,N,192,189
1011,928042,2016,K,182,145,0,Y,226,184
1022,314130,2016,3rd,179,173,0,N,175,184
1011,929423,2016,K,176,163,0,N,141,215
1019,739038,2016,3rd,182,128,1,N,,
1021,844693,2016,1st,146,142,0,Y,204,115
1019,727503,2016,1st,172,153,0,N,,
1027,634609,2016,2nd,167,166,0,N,134,200
1010,751689,2016,3rd,155,139,0,N,230,186
1031,620285,2016,3rd,166,157,1,N,139,134
1025,905069,2016,K,160,149,1,N,212,133
1022,552902,2016,3rd,162,150,1,N,150,129
1010,458278,2016,3rd,177,174,1,N,190,159
1023,714149,2016,1st,148,128,0,Y,188,141
1017,906594,2016,K,171,158,0,N,193,158
1037,391635,2016,1st,172,153,0,N,145,121
1020,162934,2016,2nd,176,150,1,N,120,150
1030,922449,2016,K,151,137,1,N,153,154
1022,920755,2016,K,162,150,1,N,150,129
1021,185516,2016,2nd,181,147,0,Y,160,166
1022,842351,2016,1st,169,142,0,Y,,
1021,578645,2016,1st,142,129,0,N,224,163
1029,647518,2016,1st,135,133,0,N,222,141
1034,925185,2016,K,158,143,1,Y,146,162
1019,845658,2016,1st,151,149,0,N,,
1010,922892,2016,K,147,140,0,N,184,161
1018,531083,2016,2nd,160,129,1,N,193,208
1024,442701,2016,2nd,164,153,0,Y,235,134
1024,171439,2016,1st,173,136,1,N,237,140
1021,231485,2016,2nd,174,169,0,N,122,117
1043,547138,2016,3rd,159,137,1,N,133,215
1013,410495,2016,1st,174,158,0,Y,,
1026,903111,2016,K,141,130,1,N,236,117
1025,929354,2016,K,150,129,0,N,227,138
1035,926162,2016,K,178,152,1,Y,122,209
1022,138140,2016,1st,132,128,1,N,172,186
1020,133394,2016,2nd,178,168,0,Y,165,197
1013,256750,2016,1st,174,132,0,N,222,170
1013,189531,2016,1st,171,143,1,N,137,158
1047,815812,2016,1st,154,131,0,N,233,117
1029,926732,2016,K,175,174,1,Y,193,131
1015,362570,2016,2nd,167,157,1,N,222,154
1021,222503,2016,2nd,182,134,0,N,210,172
1031,286934,2016,3rd,169,168,1,N,184,172
1016,925616,2016,K,177,158,0,N,173,206
1032,123380,2016,1st,159,152,0,Y,124,217
1043,786615,2016,2nd,174,139,0,N,227,140
1028,845488,2016,2nd,149,148,1,N,147,207
1030,924159,2016,K,160,129,1,N,199,214
1024,342574,2016,2nd,182,172,0,N,190,182
1012,211771,2016,1st,155,152,1,N,194,204
1026,689102,2016,K,182,151,0,N,123,203
1031,145861,2016,3rd,161,149,0,N,161,183
1016,925930,2016,K,176,131,0,Y,180,217
1024,920491,2016,K,168,142,0,N,123,112
1016,597460,2016,2nd,145,131,0,N,172,124
1012,231107,2016,1st,141,129,1,Y,184,215
1014,250341,2016,2nd,144,142,0,N,212,178
1011,540233,2016,3rd,152,134,1,N,173,165
1024,211686,2016,3rd,177,143,0,Y,140,211
1013,923852,2016,K,161,149,0,Y,178,213
1040,172325,2016,1st,167,150,1,N,227,205
1022,620807,2016,2nd,179,173,0,N,145,206
1017,828896,2016,2nd,169,132,1,N,177,145
1025,843261,2016,2nd,163,159,0,Y,180,128
1022,926954,2016,K,145,133,0,Y,,
1031,923706,2016,K,170,170,0,N,154,150
1030,920267,2016,K,178,152,1,N,,
1020,314476,2016,1st,168,136,1,Y,129,142
1022,629619,2016,3rd,136,133,1,N,234,218
1028,923283,2016,K,173,167,1,N,210,139
1018,927325,2016,K,176,165,0,N,,
1011,209206,2016,2nd,178,134,0,Y,225,171
1016,437424,2016,2nd,168,158,1,Y,216,144
1024,682328,2016,1st,152,135,0,N,191,159
1044,539303,2016,3rd,133,132,0,N,226,147
1030,125068,2016,K,164,155,0,N,187,208
1010,929229,2016,K,168,128,1,Y,225,168
1010,411062,2016,3rd,162,137,1,N,,
1044,615135,2016,1st,163,140,1,N,170,171
1021,792400,2016,1st,168,163,1,Y,136,171
1025,363324,2016,1st,165,134,1,N,205,220
1027,289681,2016,2nd,168,150,0,Y,137,215
1013,606189,2016,2nd,159,155,0,N,147,189
1027,591287,2016,1st,179,152,0,N,230,115
1022,927528,2016,K,156,137,0,N,145,191
1026,908727,2016,K,166,154,1,N,189,190
1031,223624,2016,2nd,175,174,1,Y,157,135
1010,924218,2016,K,177,174,1,N,190,159
1019,309238,2016,1st,175,144,0,N,202,124
1026,260587,2016,3rd,176,135,1,N,177,154
1025,920167,2016,K,160,149,1,N,212,133
1021,120448,2016,2nd,149,142,0,N,219,123
1019,628367,2016,2nd,170,129,0,Y,123,206
1028,440134,2016,3rd,181,144,1,N,167,205
1018,797631,2016,2nd,158,148,1,N,153,208
1010,429570,2016,3rd,172,143,0,N,,
1019,842710,2016,2nd,158,143,1,Y,203,153
1022,805783,2016,1st,165,143,1,N,183,170
1020,754932,2016,2nd,167,166,1,N,212,215
1026,928889,2016,K,166,154,1,N,189,190
1011,717813,2016,2nd,155,134,1,N,,
1024,122351,2016,3rd,173,130,0,N,138,165
1027,623393,2016,1st,167,134,1,N,177,174
1028,924986,2016,K,182,146,0,N,157,214
1023,120421,2016,3rd,168,168,1,N,149,210
1030,547576,2016,3rd,164,144,0,N,159,120
1018,286328,2016,1st,170,161,0,N,127,145
1031,920683,2016,K,163,163,1,N,,
1016,330944,2016,2nd,164,128,0,Y,219,171
1028,663869,2016,2nd,171,166,1,N,234,149
1012,281835,2016,1st,146,139,1,N,214,123
1029,822308,2016,1st,154,131,0,N,227,191
1016,830087,2016,2nd,175,162,1,N,,
1024,701419,2016,1st,141,133,0,Y,229,144
1019,719749,2016,2nd,181,174,1,N,,
1010,650445,2016,2nd,174,160,0,N,204,156
1038,921880,2016,K,177,174,0,N,168,172
1036,315678,2016,2nd,156,142,1,N,134,169
1021,838876,2016,1st,168,163,1,Y,136,171
1038,269824,2016,3rd,167,157,0,N,149,124
1043,154528,2016,1st,168,139,0,N,220,167
1031,810923,2016,1st,142,142,0,N,228,131
1019,925155,2016,K,180,156,0,Y,182,111
1019,844669,2016,1st,164,140,0,Y,,
1014,844466,2016,1st,163,138,1,N,,
1035,329818,2016,1st,178,138,0,N,129,184
1013,537840,2016,1st,175,137,0,N,195,138
1030,929993,2016,K,181,161,0,N,162,128
1023,532157,2016,2nd,169,131,1,N,163,130
1013,305835,2016,2nd,178,135,1,Y,235,134
1012,746023,2016,1st,152,151,0,N,240,167
1030,444335,2016,2nd,146,135,0,N,149,110
1012,334051,2016,2nd,158,137,1,N,165,161
1016,825765,2016,3rd,177,167,0,N,149,157
1029,256497,2016,2nd,166,160,0,N,148,152
1045,909329,2016,K,171,136,0,N,239,178
1028,704945,2016,1st,164,159,0,N,201,113
1032,728601,2016,3rd,177,170,1,Y,,
1032,234447,2016,1st,180,133,0,Y,154,163
1031,128126,2016,3rd,146,139,1,N,215,119
1025,612319,2016,3rd,151,137,1,N,209,181
1016,848374,2016,1st,155,136,0,N,124,165
1018,310882,2016,2nd,145,134,0,N,141,157
1023,846743,2016,2nd,156,142,1,N,211,116
1018,820526,2016,3rd,181,166,0,Y,207,195
1014,224294,2016,2nd,162,148,1,N,234,206
1022,606351,2016,1st,136,132,0,N,238,175
1031,665636,2016,2nd,172,144,1,N,133,120
1023,832098,2016,2nd,180,149,0,N,,
1025,220121,2016,1st,174,135,1,N,185,146
1021,176464,2016,1st,158,154,1,Y,234,134
1010,324624,2016,K,137,133,0,N,162,180
1016,549865,2016,1st,176,131,0,Y,180,217
1025,617239,2016,3rd,150,129,0,N,227,138
1012,923946,2016,K,163,136,0,N,192,154
1018,751749,2016,3rd,163,160,1,N,235,189
1011,592182,2016,2nd,157,150,0,N,210,144
1019,328160,2016,2nd,181,168,1,N,152,201
1012,821421,2016,2nd,138,134,0,N,136,166
1018,590631,2016,3rd,162,130,1,N,194,197
1030,573411,2016,2nd,177,169,0,N,159,142
1016,840173,2016,3rd,158,131,1,N,237,174
1031,375222,2016,3rd,178,175,1,N,176,131
1025,722877,2016,1st,152,146,0,N,,
1015,928849,2016,K,155,129,0,N,151,138
1031,318123,2016,2nd,146,142,0,Y,124,212
1018,733584,2016,1st,175,161,1,N,,
1019,688322,2016,1st,174,168,0,N,211,171
1014,188579,2016,3rd,163,129,0,N,228,191
