zip,city,state,latitude,longitude
24558,Halifax,VA,36.774635,-78.93426
24562,Howardsville,VA,37.715293,-78.64175
24563,Hurt,VA,37.071568,-79.2923
24565,Java,VA,36.842686,-79.19748
24566,Keeling,VA,36.726236,-79.26279
24569,Long Island,VA,37.041512,-79.1278
24570,Lowry,VA,37.333936,-79.406303
24571,Lynch Station,VA,37.133274,-79.37324
24572,Madison Heights,VA,37.461272,-79.09364
24574,Monroe,VA,37.576208,-79.26133
24576,Naruna,VA,37.245798,-79.133546
24577,Nathalie,VA,36.940538,-78.98017
24578,Natural Bridge,VA,37.650711,-79.55269
24579,Natural Bridge Station,VA,37.597531,-79.50659
24580,Nelson,VA,36.589704,-78.66151
24581,Norwood,VA,37.644171,-78.79447
24585,Republican Grove,VA,36.801515,-78.883933
24586,Ringgold,VA,36.595244,-79.28647
24588,Rustburg,VA,37.268024,-79.11686
24589,Scottsburg,VA,36.759749,-78.78547
24590,Scottsville,VA,37.806508,-78.48134
24592,South Boston,VA,36.701855,-78.92008
24593,Spout Spring,VA,37.320709,-78.91071
24594,Sutherlin,VA,36.635902,-79.1968
24595,Sweet Briar,VA,37.556248,-79.08249
24597,Vernon Hill,VA,36.782331,-79.1237
24598,Virgilina,VA,36.592597,-78.78207
24599,Wingina,VA,37.638783,-78.71934
24601,Amonate,VA,37.177549,-81.6578
24602,Bandy,VA,37.170062,-81.64412
24603,Big Rock,VA,37.371119,-82.1645
24604,Bishop,VA,37.201022,-81.53963
24605,Bluefield,VA,37.222548,-81.3367
24606,Boissevain,VA,37.28526,-81.38993
24607,Breaks,VA,37.297387,-82.27942
24608,Burkes Garden,VA,37.13549,-81.563406
24609,Cedar Bluff,VA,37.055512,-81.76922
24612,Doran,VA,37.091572,-81.84119
24613,Falls Mills,VA,37.273973,-81.31688
24614,Grundy,VA,37.296213,-82.05775
24618,Harman,VA,37.287992,-82.027408
24619,Horsepen,VA,37.13549,-81.563406
24620,Hurley,VA,37.409883,-82.02317
24622,Jewell Ridge,VA,37.214471,-81.78967
24624,Keen Mountain,VA,37.204272,-81.97936
24627,Mavisdale,VA,37.287992,-82.027408
24628,Maxie,VA,37.308652,-82.18593
24630,North Tazewell,VA,37.155621,-81.49787
24631,Oakwood,VA,37.223011,-82.00538
24634,Pilgrims Knob,VA,37.250363,-81.89766
24635,Pocahontas,VA,37.305821,-81.34697
24637,Pounding Mill,VA,37.076801,-81.70519
24639,Raven,VA,37.136584,-81.89068
24640,Red Ash,VA,37.13549,-81.563406
24641,Richlands,VA,37.098588,-81.80607
24646,Rowe,VA,37.14445,-81.99735
24647,Shortt Gap,VA,37.287992,-82.027408
24649,Swords Creek,VA,37.077291,-81.91973
24651,Tazewell,VA,37.113004,-81.50326
24656,Vansant,VA,37.198005,-82.12193
24657,Whitewood,VA,37.226416,-81.86739
24658,Wolford,VA,37.287992,-82.027408
